"Worm Data","Bending Angle - Mid-Point (degrees)"
"Sequence","9-Oct-25.avi"

,,"Track"
"Frame","Time","1 ","2 ","3 ","4 ","5 ","6 ","7 "
20582,686.0333333333333,-2.527222835079347,22.99549966146775
20583,686.0666666666666,,28.450368564678826,5.192170212613127
20584,686.1,,24.679820692709953,5.133152113426454
20585,686.1333333333333,,24.36487310514273,6.865285459378728
20586,686.1666666666666,,24.243308261471014,5.802054523965398
20587,686.2,,21.642402103270708,6.2171788936515044
20588,686.2333333333333,,21.641323586378054,6.2171788936515044
20589,686.2666666666667,,21.889879429997787,6.2171788936515044
20590,686.3,,23.396720479988765,7.019234704824965
20591,686.3333333333334,,23.667692040925047,7.019234704824965
20592,686.3666666666667,,24.10557985103323,7.019234704824532
20593,686.4,,29.443445731349517,7.019234704824965
20594,686.4333333333333,,30.84640083199355,7.019234704824532
20595,686.4666666666667,,31.45860101547636,3.3705595105535218
20596,686.5,,35.395521427790925,7.019234704824965
20597,686.5333333333333,,39.03427820656308,2.6511408199532
20598,686.5666666666666,,44.79455786652477,2.6920455705564557
20599,686.6,,50.90219078071574,2.438742741272838
20600,686.6333333333333,,52.18345344298706,2.8673162123200653
20601,686.6666666666666,,55.969019924774834,2.5323280683651497
20602,686.7,,60.75609210133625,2.4450160217686223
20603,686.7333333333333,,63.48105176427125,3.0375467656019364
20604,686.7666666666667,,64.26811347419786,2.4275081345365193
20605,686.8,,68.80857113311889,2.5210765840981844
20606,686.8333333333334,,74.02069199196413,2.2626787096236236
20607,686.8666666666667,,78.76403257338156,2.5491274840539146
20608,686.9,,75.26754887779548,1.78595623939219
20609,686.9333333333333,,82.38318729761383,2.2374246811039358
20610,686.9666666666667,,81.38732447253958,1.9793014977384777
20611,687,,95.05980163144493,2.203433009500449
20612,687.0333333333333,,89.53641214471725,1.4382105489631622
20613,687.0666666666666,,95.73106269998729,5.57766423131537
20614,687.1,,96.19870387461735,5.5776642313146825
20615,687.1333333333333,,101.01874456957057,6.108264983319026
20616,687.1666666666666,,109.83523616136765,6.108264983318822
20617,687.2,,112.25968703506713,6.108264983319026
20618,687.2333333333333,,119.33472526296119,6.108264983318822
20619,687.2666666666667,,111.60624177115074,6.108264983319026
20620,687.3,,124.12078045334188,6.108264983318822
20621,687.3333333333334,,127.09117159684135,6.108264983319026
20622,687.3666666666667,,129.7834529865927,3.234566856979945
20623,687.4,,129.6730442833362,6.108264983319026
20624,687.4333333333333,,134.93326932445206,6.108264983318822
20625,687.4666666666667,,131.7547493985518,6.108264983319026
20626,687.5,,139.2049990651799,6.108264983318822
20627,687.5333333333333,,143.3549337356293,6.108264983319026
20628,687.5666666666666,,146.51988603702767,6.108264983318822
20629,687.6,,149.74801642768276,6.108264983319026
20630,687.6333333333333,,141.4897127960945,6.108264983318822
20631,687.6666666666666,,131.01241546001083,6.108264983319026
20632,687.7,,120.48318154177124,3.234566856979945
20633,687.7333333333333,,104.57648641152144,6.108264983319026
20634,687.7666666666667,,96.80421411057307,6.108264983318822
20635,687.8,,95.17998320921244,6.108264983319026
20636,687.8333333333334,,80.38472114963307,6.108264983318822
20637,687.8666666666667,,76.65708115858752,6.108264983319026
20638,687.9,,72.33624319066996,6.108264983318822
20639,687.9333333333333,,60.99581809811506,6.108264983319026
20640,687.9666666666667,,65.69965758003521,6.108264983318822
20641,688,,48.08759161357813,6.108264983319026
20642,688.0333333333333,,26.463149210754207,3.234566856979945
20643,688.0666666666666,,11.208326962016113,6.108264983319026
20644,688.1,,3.501822024490798,6.31792683451596
20645,688.1333333333333,,-25.754275046159197,6.317926834515782
20646,688.1666666666666,,-37.15588044324073,6.201293748352839
20647,688.2,,-37.05209356887569,6.201293748352635
20648,688.2333333333333,,-44.72477038752269,1.0765360603444885
20649,688.2666666666667,,-63.97720177248442,6.317926834515782
20650,688.3,,-63.80712756247303,6.313809315657934
20651,688.3333333333334,,-68.9471683093149,6.313809315657603
20652,688.3666666666667,,-79.95555456032425,1.804476714107023
20653,688.4,,-92.25462378388184,6.313809315657603
20654,688.4333333333333,,-99.63234550549552,6.31792683451596
20655,688.4666666666667,,-103.96241480835586,6.317926834515782
20656,688.5,,-104.87222809058407,6.31792683451596
20657,688.5333333333333,,-119.70177059106021,6.317926834515782
20658,688.5666666666666,,-131.66632671401726,6.31792683451596
20659,688.6,,-136.86301785915663,6.313809315657603
20660,688.6333333333333,,-138.1045744699142,6.31792683451596
20661,688.6666666666666,,-141.21827775252916,6.317926834515782
20662,688.7,,-128.687970346649,6.317926834515782
20663,688.7333333333333,,-125.46248195954182,6.317926834515782
20664,688.7666666666667,,-121.68529739848628,6.31792683451596
20665,688.8,,-99.78747153695798,6.317926834515782
20666,688.8333333333334,,-87.2721372718943,6.31792683451596
20667,688.8666666666667,,-79.29164506273862,6.317926834515782
20668,688.9,,-66.54701503448942,6.108264983319026
20669,688.9333333333333,,-37.05294615083072,6.108264983319026
20670,688.9666666666667,,-32.90518661877569,6.108264983318822
20671,689,,-23.36669392537307,6.142113813004116
20672,689.0333333333333,,-17.51728953072813,2.03412785897534
20673,689.0666666666666,,-0.13261680762309067,6.108264983319026
20674,689.1,,4.860233149126782,6.108264983318822
20675,689.1333333333333,,11.662376751625024,6.108264983319026
20676,689.1666666666666,,17.515105909523992,6.108264983318822
20677,689.2,,26.800709343242502,6.108264983319026
20678,689.2333333333333,,33.91747206826487,6.108264983318822
20679,689.2666666666667,,42.358948286636206,6.108264983319026
20680,689.3,,40.06529071593458,6.108264983318822
20681,689.3333333333334,,57.94051937129852,6.108264983319026
20682,689.3666666666667,,58.9441359114501,3.234566856979945
20683,689.4,,60.243146681483076,5.57766423131537
20684,689.4333333333333,,69.38800176492278,5.5776642313146825
20685,689.4666666666667,,69.9518877077322,5.57766423131537
20686,689.5,,70.92419912299454,5.57766423131537
20687,689.5333333333333,,83.9717252132954,5.5776642313146825
20688,689.5666666666666,,82.74748005891867,5.57766423131537
20689,689.6,,86.16464776342329,5.5776642313146825
20690,689.6333333333333,,78.84760000532994,5.57766423131537
20691,689.6666666666666,,72.44993310630224,5.5776642313146825
20692,689.7,,65.7875343879886,2.194914146570859
20693,689.7333333333333,,62.66409057886301,5.57766423131537
20694,689.7666666666667,,47.03293281426208,5.5776642313146825
20695,689.8,,41.67221700218507,5.57766423131537
20696,689.8333333333334,,33.127642025866656,5.5776642313146825
20697,689.8666666666667,,29.54777037654084,5.57766423131537
20698,689.9,,24.065630911609716,5.5776642313146825
20699,689.9333333333333,,20.863320918688633,5.57766423131537
20700,689.9666666666667,,21.370945139176758,5.5776642313146825
20701,690,,26.625543764283965,5.57766423131537
20702,690.0333333333333,,26.768629076657337,2.1949141465999675
20703,690.0666666666666,,35.589997324632805,5.57766423131537
20704,690.1,,39.857157821588096,5.5776642313146825
20705,690.1333333333333,,60.66343494020946,5.57766423131537
20706,690.1666666666666,,64.73184535437582,5.5776642313146825
20707,690.2,,69.47586119066247,5.57766423131537
20708,690.2333333333333,,66.10722467580547,5.5776642313146825
20709,690.2666666666667,,51.79068039139395,5.57766423131537
20710,690.3,,48.18836671068894,5.5776642313146825
20711,690.3333333333334,,47.94152393802151,2.4746060161956596
20712,690.3666666666667,,36.230796255059204,1.472808126443303
20713,690.4,,26.353229730587746,1.576403844270842
20714,690.4333333333333,,18.452361562861757,5.57766423131537
20715,690.4666666666667,,16.720590185628684,5.5776642313146825
20716,690.5,,20.568231082822628,5.57766423131537
20717,690.5333333333333,,23.25719030086491,5.5776642313146825
20718,690.5666666666666,,20.608629979724714,5.57766423131537
20719,690.6,,20.71586979292636,5.5776642313146825
20720,690.6333333333333,,20.685784393020942,5.57766423131537
20721,690.6666666666666,,19.283381412282836,5.5776642313146825
20722,690.7,,17.322549543400424,2.194914146570859
20723,690.7333333333333,,21.657218978453464,5.57766423131537
20724,690.7666666666667,,24.536981115834323,5.531435682886634
20725,690.8,,33.40778614481492,5.063611167482869
20726,690.8333333333334,,40.69296092435148,5.063611167482437
20727,690.8666666666667,,56.317759930556086,5.063611167482869
20728,690.9,,60.166802873049136,5.063611167482437
20729,690.9333333333333,,72.69340513339483,5.531435682886837
20730,690.9666666666667,,77.58170245157652,5.531435682886634
20731,691,,81.075538445118,5.57766423131537
20732,691.0333333333333,,74.53951824331574,2.1949141465999675
20733,691.0666666666666,,67.98616198187725,5.57766423131537
20734,691.1,,49.68562211135259,5.5776642313146825
